name,description
COV_GreenPush_1000,"COV_GreenPush_1000 illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1000, carbon budget 1000, climate scenario, cov, emission target 1000, emissions pathway, energy transition, global model scenario, greenpush, mitigation pathway, policy scenario, technology scenario"
COV_GreenPush_550,"COV_GreenPush_550 portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 550, carbon budget 550, climate scenario, cov, emission target 550, emissions pathway, energy transition, global model scenario, greenpush, mitigation pathway, policy scenario, technology scenario"
COV_GreenPush_max_GDP,"COV_GreenPush_max_GDP describes a future shaped by complex interactions between development patterns and climate challenges. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: climate scenario, cov, emissions pathway, energy transition, gdp, global model scenario, greenpush, max, mitigation pathway, policy scenario, technology scenario"
COV_GreenPush_min_GDP,"COV_GreenPush_min_GDP describes a future shaped by complex interactions between development patterns and climate challenges. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: climate scenario, cov, emissions pathway, energy transition, gdp, global model scenario, greenpush, min, mitigation pathway, policy scenario, technology scenario"
COV_NoPolicyNoCOVID,"COV_NoPolicyNoCOVID describes a future shaped by complex interactions between development patterns and climate challenges. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: climate scenario, cov, emissions pathway, energy transition, global model scenario, mitigation pathway, nopolicynocovid, policy scenario, technology scenario"
COV_NoPolicyNoCOVID_1000,"COV_NoPolicyNoCOVID_1000 portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 1000, carbon budget 1000, climate scenario, cov, emission target 1000, emissions pathway, energy transition, global model scenario, mitigation pathway, nopolicynocovid, policy scenario, technology scenario"
COV_NoPolicyNoCOVID_550,"COV_NoPolicyNoCOVID_550 portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 550, carbon budget 550, climate scenario, cov, emission target 550, emissions pathway, energy transition, global model scenario, mitigation pathway, nopolicynocovid, policy scenario, technology scenario"
COV_Restore,"COV_Restore illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: climate scenario, cov, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, restore, technology scenario"
COV_Restore_1000,"COV_Restore_1000 envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 1000, carbon budget 1000, climate scenario, cov, emission target 1000, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, restore, technology scenario"
COV_Restore_550,"COV_Restore_550 portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 550, carbon budget 550, climate scenario, cov, emission target 550, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, restore, technology scenario"
